0126.txt,磊箕奄曩凭石,Lỗi kia đã nặng bằng ba thạch|Ty no xem khinh đáng nửa đồng,(Câu đối của anh học tro đi thị tên là Lôi với viên quan Thừa ty đượclàm quan sơ khảo)
0183.txt,會友登樓人壽年豐談盛世|迎春飲酒親朋同業賞佳餚,Hội hữu đăng lâu nhân thọ niên phong dàm thinh thể|Nghênh xuân am tứu thân bằng đồng nghiệp thưởng giai hảo.,(Hộp bạn lên lầu ngườị thọ được mủa bàn đời thịnh:Ming auân uông rtu bạn bè dong nghiep hitong món ngon)
0183.txt,飯熟菜香八方春|窗明几凈四季新年,Phạn thục thái hương bát phương xuân tiết|Song minh ky tinh tứ quý tân niên,(Cam nóng thức thơm tám phương xuân cacửa sáng ghế sạch bốn quý tết luôn.)
0183.txt,三春曙色迎家客|冰心在玉壺,Tam xuân thử sắc nghênh gia khach|Nhất phiến băng tâm tại ngọc hô.,(Ba xuân sâng sdm dón khách quýMột tấm lông thành chia trong chai.)
0183.txt,竹葉杯中春友色|杏花村裡客多情,Trúc diệp boi trung xuân hiu săc|Hanh hoa thôn ly khách da tinh,(Trong ly lá truc day xuân săcNgoài xóm hạnh hoa đến khách tình)
0183.txt,鳳凰來儀和聲鳴盛|燕雀作市宣籟嬉春,Phuơng hoàng lai nghi hòa thanh minh thịnh|yến tước tác thi tuyển lại ký xuân,(Phượng hoàng đến chầu hót ca đời thịnhYen se hop chd thoi sáo vui xuân.)
0183.txt,几凈窗明春風滿座|飲香菜美雅客如雲,Ky tinh song minh xuân phong män toa|Phạn hương thới Mỹ nha khách như vân,(Ghế sach phòng sang gió xuân đẩy khắpCơm thơm thực ngọt khách sộp như mây)
0135.txt,官縣石過璦渡石|昆狌黄安局脂黄,Quan huyện Thạch qua bến đô Thach|Con chó vàng an cuc cút vàng.,(Câu cói cüa quan huvên Thach và Xiên Bôt)
0135.txt,襖森抉尉镂|弄橕雯腱馭,Ao đô quét cứt trâu|Long xanh che đít ngựa.,(Câu đôi cùa tri huyên Lê Kim Thàng và Xiên Bot)
0135.txt,櫺七分打腱媄學徒|帡入芃雯頭吒官,Roi thât phân đánh dít mẹ hoc trò|Long bát bông che dâu cha quan lón.,(Câu dôi cúa quan huyện Uà Xiêh Bột buôi cho têt)
0135.txt,府午箕春南キ外春缾尼春春不再|翁督壽翁西壽翁縣壽壽無疆,Năm kia xuân năm ngoái xuân năm nay xuân xuân bât tái|Ông đốc Thọ ông Tây Thọ ông huyện Thọ Thọ vô cương.,(Câu đoî mừng tuối quan của Xiên Bột)
0135.txt,騋文丐沒念癜損渃|哨蕢閩瞁氂如群,Trai gai một niem non vdi nược|Tiếng thơm muôn thuở thác như cồn.,(Câu đoi viêng liệt si sau cuộc biếu tinh cùa nông dân Tiên Hài năm 1930)
0135.txt,祖先閏日果顯靈汥強侁栈犿㭲|琨招憨皮進步睅添旛蘿鮮梗,Tổ tiên muôn thuà hiển linh đời càng vững cây bển gốc|Con cháu nhiều bể tiến bộ ngày thêm thâm lá tươi cảnh,
0135.txt,先祖固功 董核德|阺行鍾飭搭玤仁,Tiên tổ có công trổng cây đức|Họ hàng chung Sức dắp nển nhân,(câu đối ở cổng từ đường họ Pham thôn Phương Trạch xã Phương Công huyện Tiển Hài Thái Binh)
0052.txt,雲外山河,Vân ngoại sơn hàn|núi sông ngoài mây,
0052.txt,德厚流光,Đức hậu lưu quang|Dày đức sáng dài,
0052.txt,青雲望重,Thanh vân vọng trọng|Mây xanh vọng trọng,
0052.txt,通雲門,Thông vân môn|Cửa mây thông,
0052.txt,聽雨軒,Thính vũ hiên|Hiên nghe mưa,
0052.txt,媚香樓,Mỵ hương lâu|Lầu con gái,
0052.txt,福果,Phúc quả|Quả phúc,
0052.txt,萬家生佛,Vạn gia sinh Phật|Phât sống của muôn nhà,(Chùa ô. Quách Miền Nam)
0052.txt,聖德無疆,Thánh đức vô cương|Đức thánh vô bờ,
0052.txt,浪青風恬,Lãng thanh phong điềm|Sóng xanh gió lặng,
0052.txt,功不禹下,Công bất Vũ hạ|Công không dưới vua Vũ,
0194.txt,滿甕香風扶竹|杯春色醉葡,Mãn ủng hương phong phil trúc diệp|Nhát bôi xuân sac túy bo dàdo.,(Đẩy vò hương thoảng nổi lá trúcMột chén hơi xuân say rượu nho.)
0194.txt,飲來佳味分三雅|醉後歌狂驚四筳,ẩm lai giai vị phân tam nhã|Tuy hậu ca cuong kinh tự diên.,(Uong Vao mul Vi chia ba loalSay rổi hát loạn hãi bốn bên)
0194.txt,風送一帘招遠客|價無雙品憶高賢,Phong tống nhát liêm chiêu viền khách|Giá vô song pham ức cao hiền,(Gió cuon mot rèm mdi khách denPhẩm giá không hai nhớ kẻ hiển)
0194.txt,青山不厭千杯酒|白日維消一局棋,Thanh sơn bất yếm thiện bội tựu|Bach nhât duy tiêu nhat cuc ky.,(Núi xanh chäng ngán ngàn chung ruduNgày tron vừfa xong mot cuôc cd.)
0194.txt,色溶溶青山綠水堪圖|風聲習習翠竹蒼松奏管絃,Nguyệt sắc dung dung thanh sơn lục thủy kham độ họa|Phong thanh tập tạp thuy trực thương từng tấu quan huyện,(Trăng sáng tròn đầy nước thăm non xanh tựa tranh vẽGió thổi lao xao tùng xanh trúc biếc tàu hòa ca.)
0194.txt,獨坐每將書作伴|閉門長與竹爲鄰,Đọc tọa mỗi tượng thu tớc bạn|Bế môn trường dự trúc ui lan.,(Ngổi mình vẫn lấy sách làm bạnNhà rối hay cùng trực chơi thân)
0046.txt,金蓮寶座,Kim liên bảo tòa|Tòa sen vàng quý,
0046.txt,慈光譜度,Từ quang phổ độ|Ánh sáng từ phổ độ.,
0046.txt,天龍獻瑞,Thiên long hiến thụy.|Rồng hiến điềm lành,
0046.txt,謢明珠,Hộ minh châu|Minh châu hộ vệ.,
0046.txt,德合坤生,Đức hợp Khôn sinh|Đức hợp Khôn sinh,
0046.txt,光於前,Quang ư tiền.|Sáng ở trước.,
0046.txt,垂於後,Thùy ư hậu.|Rủ đến sau.,
0046.txt,德其盛,Đức kỳ thịnh.|Đức ấy thịnh,
0046.txt,威肅風雲,Uy túc phong vân.|Gió mây oai nghiêm,
0046.txt,萬德圓彰,Vạn đức viên chương.|Vạn đức sáng đầy,
0046.txt,三有祭胥,Tam hữu tế tư.|Tế tư tam hữu,
0099.txt,佛固應靈山誠心信仰|修頷菓福磎憑志煉熿,Phật có ứng linh do thành tâm tín ngưỡng|Tu tròn quả phúc bởi vững chi luyện rèn,
0099.txt,激苦変迷船濟渡|花靈篤慧闑慈悲,bể khổ bến mê thuyền tế độ|hoa linh đuốc tuệ cửa từ bi,
0181.txt,清心入世身多潔|和氣迎人意自甜,Thanh tâm nhập thê thân đa khiêt|Hóa khi nghênh nhận ý tự điển.,(Vào dời sáng tô tâm trong trängBan' bè vui vẻ y ngot ngào)
0181.txt,畫不充飢休爲名士|文而匿姓大有畸人,Họa bất sung cơ huu vi danh sĩ|Văn nhị nặc tính đai hữu cơ nhân.|Họa không đủ no không kể danh sĩ|Văn mà dấu ho tât có van dê,
0181.txt,印草書來應有信|香花帖到更宜春,Ân thao thư lai ứng hữu tin|Hương hoa thiếp đáo cánh nghị xuân.,(Mấy chữ thu đưa chắc tin bạnThiếp thdm gửi đến đúng xuân rồi.)
0181.txt,喜吟春色詩千首|暢飲芳香酒一杯,Hy ngâm xuan sac thi thiên thư|Sướng am phương hương tựu nhất bôi.,(Nghìn bài thơ xuân vui vẻ đọcMột chén rượu tham thoa với đời.)
0181.txt,釀成春夏秋冬酒|醉倒東西南北人,Nhượng thanh xuân hạ thu đông tựu|Túv dao dông tây nam bắc nhân.,(Cất nên rượu thu đông xuân hạSay đố người nam bắc đông tây.)
0181.txt,水綠山青座中人醉|花明柳媚湖上春長,Thủy lục sơn thanh tọa trung nhân tủy|Hoa minh liều my hổ thuơng xuân trường,(Nước biếc non xanh người say với tiệcHoa tudi lieu rù xuân mäi trên hô.)
0124.txt,固傘凅傘固香案徐丟名賈𡅏唗飞都省|芯扁芇棋芇敕封朱具姊埯乎易買咻歌,Cô tàn có tán có hượng án thờ vua danh giả lẫy lừng bắm sáu tỉnh|Nào biến nào cờ nào sắc phong cho cụ chị em ho de may lắm người.,(Nguyễn Khuyến mừng Tư Hồng khao vọng
0124.txt,爛釉嚄穫嫺嫺機造化攽M台ニ䁅|拗吏キ密稽契喫摜陰陽迻撼沒番,Mờ ra toác toac toàng toang cd tạo hóa chia làm hai mânh|Khép lại khin khin khít khít máy âm dương đưa đẩy một phen,(Nguyễn Khuyến là n cho một a làng Phủ Đa huyện Binh Lục lấy cam Taykhắc Uào trụ công làng).
0124.txt,彼買黜役廊襏襖地扲括氃永抱硥澄蓮粞眵|替腐蓖頭诺拉版天培坦龉坤頑時拱刮韪耒,Vùa mới ra viêc làng mặc áo dia cam quat lông vênh váo coi chùng lên mặt lắm|Thế mà chết đầu nước lấp ván thiên vùi đất thịt khôn ngoan thời cũng dút đuôi rôi.,(Nguyễn Khuyến lam sau khi tên chanh tong hống hách say rượu lănxuông sông chêt duôi)
0124.txt,琨喂琨仍懞琨經史鏈硜恩父母媤摁情骨昌肉舌|払咳払牢倍牸海山交約義夫妻添創哿胖肝,Con ơi con: Những mong con kinh sử dùi mải ơn phụ mẫu nỡ dứt tình xương thịt|Chằng hỡi chàng! Sao bội chữ hải sơn giao ước nghĩa phu thê thêm dút cả ruot gan.,(Nguyễn khuyến làm cho ud àng thịt khóc chồng con)
0124.txt,慑豗皦維紙紝蹎奡辭誓倍拱ロ安於|疠疸稚琨釖拮胖沒畭曾項替署衝,Vui vẻ thay! Sợi chi vướng chân trăm năm thể bổi cùng an ở|Đau đớn nhe! Con dao cắt ruột một giờ từng hưng thế là xong.,(Nguyễn Khuyến lầm cho ug anh hoạn lợn khóc chồng)
0124.txt,梗碧妾睌蓮欺運紫𠯿干黰條洩條坤慟甫|灄黄払耄雹﨏媽紅琨敥熹艚肝艚胖買翁罅,Canh biếc thiếp trông lên khi vận tía lúc cơn đen diêu dai diêu khôn nhd bo dô|Suôi vàng chàng thác xuông vợ má hông con răng trắng tím gan tím ruot vói ông xanh,
0165.txt,天地英雄气|風雲浩蕩春,Thiên đia anh hùng khí|Phong vân hao dáng xuân,(Trdi dât anh hùng khíGió mây lông lông xuân.)
0165.txt,雞聲崔曉讀|鳥語唤春耕,Kê thanh thôi hiêu dôc|Diêu ngữ hoán xuân canh,(Tieng gà sdm doc sáchChim hót báo vu xuân.)
0165.txt,勤勞方致富|和睦可生財,Cân lao phương trí phú|Hoà muc kha sinh tài.,(Chàm làm nên giàu cóTử tế được của nhiều)
0165.txt,帆雲作伴|千里月相隨,Nhât phàm vân tác ban|Thiên lý nguyêt tưởng tuy,(Mây mot thuyển kết bạnTràng nghìn dâm theo cùng.)
0165.txt,四時花似錦|萬眾面皆春,Từ thời hoa từ cam|Van chúng diện giai xuân.,(Bốn mùa hoa tựa gấmvạn người mặt đều xuân.)
0165.txt,舊歲清除舊弊|新年樹立新風,Cựu tuế thanh trừ cựu tệ|Tân niên thu lập tân phong,(Năm cû tê cû quét hêtNăm mới nếp mới dựng lên)
0157.txt,新歲雨晴祖國千桃爭盛放|故園春滿鄉村百鳥共歸來,Tân tuê vũ tình tô quôc thien đào tranh thinh phóng|Cố viên xuân mãn hương thôn bách điểu công quy lai.,(Năm mới ngớt mưa to quoc nghìn đảo tranh nà toaVườn xưa xuân đến quê hương bách điểu rủ nhau về.)
0157.txt,擊筑且高歌英雄气洽三杯酒|彈琴复長嘯壯士胸羅百萬兵,Kích cung tha cao ca anh hùng khi hiệp țarn bôi tựu|Đàn cầm phúc trường khiếu tráng sĩ hung la bach an binh,(Gõ gây lại cao ca anh hùng khi hiệp ba ly rượuGẩy đàn rổi hú lớn tráng sĩ trong lòng bách vạn binh)
0157.txt,門迎百福|戶納千祥,Môn nghênh bách phúc|Hô nap thiên tường,(Cửa chảo bach phúcNhà dón nghin lành)
0157.txt,祥光滿室|瑞气盈門,Tường quang mãn thất|Thuy khí doanh môn,(Điểm tốt khâp nhàKhí lành đẩy cửa.)
0171.txt,花承朝霞千苞發|鶯惑春風百囀鳴,Hoa thự triệu hà thiên bao phat.|Oanh hoặc xuân phong bách chuyên minh.,(Hoa don rang chieu nghin nu ndOanh diễu gió xuân trăm giọng ca)
0171.txt,春風送暖千絲綠|文壇生彩百花香,Xuân phong tông noân thiên ty luc|Văn đàn sinh thai bách hoa hương,(Gió xuân đưa ấm nghìn dây biếcĐàn văn nhiều sắc trăm hoa thơm)
0171.txt,耀眼宏圖詩中畫|宜心春色畫里詩,Diêu nhân hông thi trung hoa|Nghi tâm xuân săc hoa ly thi.,(Choáng mặt cơ đổ thợ trong hoaVừa lòng xuân sắc họa trong thơ.)
0171.txt,豊收詩豊收畫詩畫豊收|致富歌致富舞歌舞致富,Phong thu thi phong thu hoa thi hoa phong thu|Tri phú ca trí phú vû ca vü trí phú.,(Được mùa tha được mua hoa tha họa được mùaGiau ve ca giau ve vu ca vu deu giau)
0171.txt,屏花著雨春還麗|水檻臨風晚更佳,Bình hoa trước vũ Xuân hoan lê|Thủy ham lâm phong vän cánh giai,(Hoa che mưa ướt xuân con đẹpHiện nước gió vào muốn càng hay.)
0171.txt,太皓收深霜染白|漁家春曉牆搖歌,Thai hạo thu thâm sương nhiễm bạch|Ngư gia xuân hiểu lỗ dao ca.,(áng trung thu muôn sương nhuốm trắngNhà chài xuân sóm hát mái chèo)
0111.txt,棚招車緣情堆侶森辭和合|祝琨結伴義碜鐄聞課鏢崙,Mừng cháu xe duyên tình đôi lứa trăm năm hoà hợp|Chúc con kết bạn nghĩa đá vàng muôn thuở sắt son,
0111.txt,招礩群祖宗咳群納種茄些生產買|曩湄芳庙陵沕芳嬾滝坦浩凭鉲数,Cháu chắt còn tổ tông hãy còn nòi giống nhà ta sinh sản mãi|Nắng mưa thế miếu lăng vẫn thế non sông đất nước vững bên lâu,(Đệ tử thập tự thế kỷ niên tôn Vũ Đinh Khôi bai đề . Đền Hung Phú Thọ)
0111.txt,垓捊奎南渃罘皯辭茄固蓐|生敉種卒招缸彝兆具霧蛛,Gây dừng trời Nam nước bốn nghìn năm nhà có nóc|Sinh sôi giống tốt cháu hai lăm triệu cụ chưa già.,(Huấn đạo Nguyễn Thiện Kế bai đề-Như țrên)
0111.txt,嬾滝散作芃來渃|身世冷汀遜溧藝,Non sông tan tác bông rơi nước|Thân thế lênh đênh gió dạt bèo,(Lé Quýnh Bắc hành tùng ky)
0111.txt,撟暹坤塡倉太恥|暻頭惇負岗滝挈,Kéo tóc khôn đền mưa móc mới|Ngoảnh đầu sợ phụ núi sông xưa.,(Như trên)
0111.txt,德丟起天清淨|德丟天官閨九廚,Đức vua khởi thiên thanh tịnh|Đức vua thiên quan cứu chùa,(Miêu Lai Triều Thái Thuy Thái Binh)
0111.txt,梓胖王三分天下|稘頭西四海皆兄,Rút ruột Vương tam phân thiên hạ|Chặt đẩu Tây tứ hải giai huynh,
0066.txt,仁聲入表,Nhån thanh bát biểu|Tiếng nhân tám hướng,Vườn Ngự uyển Huế)
0066.txt,涼亭釣魚,Lượng định điều ngư|Đình mát câu cá,(Vườn Ngự uyển Huế)
0066.txt,澄光榭,Trừng quang tạ|Nhà mát Trừng quang,(Vườn Ngự uyển Huế)
0066.txt,正清和,Chính thanh hòa|Chính đại trong sáng hòa nhã,
0066.txt,中興功臣祠,Trung hưng công thân từ|Đền thờ công thần Trung hưng,(Nhà thờ Phùng Khắc Khoan Thạch Thất)
0066.txt,簪纓易世,Trâm anh dịch thế|đời đời dòng dõi trâm anh,Từ đường thờ Nguyễn Tú ở xã Phương Đế huyện Trực Ninh Nam Định)
0066.txt,衣缽傳家,Y bát truyền gia|Nếp nhà nối đời theo đạo Phật,
0184.txt,儘美山餚色香清雅|真奇海味歌舞新春,Tân mỹ sơn no sặc hương thanh nha|Chân ky hải vį ca vu tân xuân,(Các thực vung cao sắc hương thanh nhãDây món mien bien ca múa mung xuân.)
0184.txt,景色殊各里|春風總一家,Canh săc thù các lý|Xuân phong tong nhât gia,(Cảnh sắc tùy xóm khácGió xuân vân môt nhià)
0184.txt,紅桃千朵艷|密雨-甌香,Hông dào thiên đóa diêm|Một vu nhất âu hương,(Đào hông nghin dóa nàMưa nắng một bình hudng.)
0184.txt,桃迎酒客客先醉|春見詩人人更開,Đào nghênh từu khách khách tiên túy|Xuân kiên thi nhân nhân cánh khai.,(Đào đón khách say khách say trướcXuân gặp nhà thơ thơ càng hay.)
0184.txt,春山不墨チ年畫|秋水旡弦萬古琴,Xuân sơn bất mặc thiên niên hoa|Thu thủy vô huyển vạn co câm,(Núi xuân không ve mà là búc tranh ngàn nămSông thu không gay nhưng là chiếc đàn muôn thuở.)
0184.txt,异花多是非常品|瑤草原來别有春,Di hoa đa thị phi thường phẩm|Dao tháo nguyên lai biêt hữu xuân,(Hoa la phân nhieu là của quyCỏ thdm vốn đã có xuân rietk)
0187.txt,九天日月開新運|萬國笙歌醉太平,Cựu thiên nhật nguyệt khai tân vận|Van quôc sinh ca túy thái binh.,(Trdi cao nhât nguyêt cho vân móiMuôn nước đàn ca nhộn thái bình)
0187.txt,四海風光隨處好|滿天雨露應時新,Từ hai phong quang tuy xử hảo|Man thiên vu lô ung thời tân.,(Bon bien phong quan dâu cung depDày trdi móc ngot dúng mùa sang)
0187.txt,庭花影三更|十里松陰百道泉,Nhât dinh hoa ânh tam canh nguyêt|Thập lý tùng ám bách dao tuyên.,(Trăng canh ba đây sân hoa chiê'uSuối trăm giòng mười dăm bóng tùng.)
0187.txt,斗柄建寅推歲首|梅花送腊占春魁,Đẩu bînh hiên dân thôi tuê thu|Mai hoa tong lap chiêm xuân khôi.,(Chuôi Đẩu trỏ một là năm chuyểnHoa mai tien chap ây dâu xuân)
0187.txt,家祥世衍無疆摩|國泰天開不老春,Gia tường thể diễn uo cương khánh|Quôc thái thiên khai bât lão xuân.,(Nhà vui döi noi vô biên phúcNước thịnh trời cho bất lão xuân.)
0187.txt,時際三陽多淑氣|家敦一樂有和風,Thời tế tam dương đa thuc khi:|Gia dôn nhât lac hiu hoa phong,(Thời chuyen tam dương nhiều khí tốtNhà nen nhâ't hang có nêp hôa)
0133.txt,計辭文獻亞東重道義重倫常些拧泥禢些法鍾童中渃|時買文明大法於自由於浪漫奴淫婆姑奴干的坦廊,Ngàn năm văn hiến á Đông trọng đạo nghĩa trọng luân thường ta giữ nề nếp ta phép chung trong nước|Thời mới văn minh đại Pháp ưa tự do ưa lãng mạn nó dâm bà cô nó can đếch đến làng,
0133.txt,沒僶签還|巴具尨签,Một thằng ba chỏm tóc|Ba cụ chín chòm râu,(Câu dôi cùa Ki Dông thuà còn nhà)
0133.txt,等钟廊中立|曳略府先興,đứng giữa làng Trung Lập|Dấy trước phủ Tiên Hưng,(Trung Lập nghĩa là đứng giữa Tiên Hưng nghĩa là dây trước) (Câu đôi cùa Ky Dông)
0133.txt,頭正領雯ド傘帱|蹎奇童蹳沒隻履,Dâu Chánh lanh che hai tán long|Chân Ky Đổng dận một chiếc giây.,(Câu đôî trong giai thoai về Ky Dông)
0133.txt,腋撣眛梏貓踓撐|捸悬魟魚咠跳過,Liếp đan mắt cáo mèo chui lot|Ro dốc lồng tôm tép vượt qua.,(Câu truyên miêng trong dân gian)
0133.txt,袍牡丹朱媄森|抌附子朱吒琨,Lấy mẫu đơn cho mẹ đỏ|Đem phu tử cho cha con,(Theo am màu đơn nghĩa là mẹ đo theo âm phu tử là cha con) Câu đổi của Hồ Xuân Hương và một ông khách lạ)
0070.txt,入萬人家,nhập vạn nhân gia|vào tới vạn nhà,
0070.txt,具享松壽,cụ hưởng tùng thọ|hưởng thọ như cây tùng,
0070.txt,聖德難名,thánh đức nan danh|đức thánh khó gọi tên,
0070.txt,忠孝傳家,trung hiếu truyền gia|trung hiếu gia truyền,
0070.txt,莫量測,Mạc lương trắc|Không sao lường được,
0070.txt,眾妙門,chúng diệu môn|Cửa vào cõi huyền diệu,
0070.txt,立功 不朽,lập công bất hủ|lập công còn mãi,
0070.txt,弘開教習,hoằng khai giáo tập|mở rộng dạy và học,
0070.txt,思不忘,Tư bất vong|nhớ mãi không quên,
0070.txt,節義成雙,Tiết nghĩa thành song|tiết nghĩa thành đôi,
0129.txt,蓋罵象象咢撝獁嘲闈蓋|羞署虎虎署𤜯𤜯扒柴修,Cái là tượng tượng là voi voi chầu cửa cái|Tu là hổ hổ là cọp cọp bắt thẩy tu,(Tiếng co chữ "car có nghĩa la tượng manh)Câu đội nhà sư ra bắt Hoàng Phan Thái đối lại)
0129.txt,五品敕封銜具距|皯缾名價貝古姿霖,Ngü pham säc phong hàm cu lón|Nghin năm danh giá cua bà to,(Một ông đốc ћос mừng cô Tư Hồng ở Hà Nội)
0129.txt,扇甲狹爫單送葬朱安魂魄媄|齡唞頭蔞嗎情喪添僻忿樿混,Giàu làm kép hẹp làm đon tông táng cho an hổng phách mẹ|Cá kể dẩu rau kể mó tình tang thêm tủi phận đàn con,(Nguyễn Khuyến lâm cho một cô đào khóc mẹ nuôi là bà chủ cũ)
0129.txt,霸固少之錢移沒匕貫兜沛祂|邂空時拱薄劍箴也牸噲咢情,Giàu có thiêu chi tiên di mot vài quan dâu phài lẽ|Sang không thi cũng bạc kiếm dăm ba chữ goi là tinh,(Nguyễn Khuyến mừng đám cưới một nhà giàu có)
0189.txt,百年天地迴元氣|一統山河樂太平,Bách niên thiên dia hôi nguyên khí|Nhất thống sơn hà lạc thai binh.,(Trăm năm trời dât hổi nguyên khíNhất thống non sông vui thái bình)
0189.txt,萬象回春新雨露|天改色燦雲霞,Vạn tượng hổi xuân tân vũ lộ|Nhát thiên cai sác sán vân ha,(Van cảnh xuân về mưa móc mớiMôt trời dổi sắc đẹp mây xuân)
0189.txt,天賜與一門吉慶|春送來兩字平安,Thiên tự dự nhất môn cat khanh:|Xuân tổng lai lượng tử binh an.,(Trdi ban cho mot nhà tot depXuân dem lai hai chữ binh yên)
0189.txt,曉日初晴海宇雲霞呈秀|春風乍暖山頭梅李生輝,Hiếu nhạt sơ tình hai vụ vẫn hà trình ti|Xuân phong sa noan son dâu mai ly sinh huy.,(Sáng ra mai nang bien cá ráng mây dep deGió xuân tỏa ấm đỉnh non đảo mận tốt tươi.)
0189.txt,桃李開花萬里和風生草木|山河悦目天瑞藹集門庭,Dào ly khai hoa van lý hòa phong sinh thảo mộc|Son hà duyệt muc nhát thiên thuy ái tập môn đình.,(Đào mận nd hoa muôn dặm gió lành tô't cây cóNúi sông sướng mắt mot trời mây đẹp phu sân nhà)
0189.txt,歲月人心要改革|乾坤天意愛維新,Tuê nguyêt nhân tâm yêu cai cách|Càn khôn thiên y ái duy tân.,(Long người năm tháng cần sửa đổiY trdi càn khôn cũng duy tân)
0173.txt,彩霞迎旭日|萬條金線帶春煙,Nhât phiên thái hà nghênh húc nhât|Van diều kim tuyên đái xuân yên.,(Môt mâng ráng màu chào ngày móiMuon glay Klm tuyen buoc may xuan.)
0173.txt,詩怀澹處臨春水|文味閑時數落花,Thi hoài đam xử lâm xuân thủy|Van vi nhàn thài sô lac hoa,(Thd khi long tïnh sông xuân ghéVăn lúc thanh nhàn dêm hoa rdi.)
0173.txt,萬壑煙嵐春雨後|千峰蒼翠夕陽,Van hác yên lam xuan vu hậu|Thiên phong thượng thủy tích dương trung,(Sau mua xuân khói lam muôn lüngTrong ánh chiểu xanh biéc ngàn non)
0173.txt,綠水自然成澗壑|春風無日不山家,Lục thủy tự nhiên thành giản hắc|Xuân Phong vô nhặt bất sơn gia.,(Nước biếc tự nhiên nên khe lũngGió xuân ngày đến mỗi nhà sàn)
0173.txt,花塢紅雲春句麗|石潭收水道心空,Hoa ổ hông vân xuân cú lệ|Thạch đàm thu thùy dao tâm không,(Mây hống hoa tu câu xuan depNUôc thu đẩm đá lòng đạo không)
0173.txt,春雨聲中鶯囀滑|晚霞明處鶴飛來,Xuân vũ thanh trung oanh chuyên hoat|Văn hà minh ïự hạc phi lai.,(Trong tiếng mưa xuân oanh cao hótVài tia ráng muộn hac bay về.)
0164.txt,冼風千日暖|麗景百花妍,Quang phong thiên nhật noãn|Lê cảnh bách hoa nghiên.,(Gió xuân nghin ngày ámCânh dep trăm hoa tuơi noan)
0164.txt,歲歲平安|年年如意春,Tuê tuê binh an nhât|Niên niên như ý xuân,(Tuể nguyệt bình yên cảNäm năm v xuân vui.)
0164.txt,地暖花長發|林幽鳥任歌,Địa noãn hoa trường phát|Lâm u điếu nhâm ca,(Đat àm hoa dua nôRing sâu chim thoâ ca.)
0164.txt,日月紅光照|乾坤喜气多,Nhật nguyêt hổng quang chiếu|Càn khôn hy khí da.,(Ngày tháng ánh hổng chisuTrdi dat diêm tot nhiêu)
0164.txt,破除舊腐俗|表現新精神,Phá trừ cựu hủ tục|Biêu hiên tân tinh thân.,(Hu tuc cü phai bdoTinh thân mâi càn nêu.)
0164.txt,雞鳴萬戶曉|鶴舞一年春,Kê minh van ho hieu|Hac vũ nhât niên xuân,(Gà gáy muân nhà sángHac múa mot năm xuân.)
0067.txt,風輝萬嗣,Phong huy vạn tự|Phong tục đạo đức tốt được phát huy muôn đời được tôn thờ,(Đinh Chương Dương huyện Thường Tín Hà Tây)
0067.txt,商衡周宰,Thương Hành Chu Tể|Đức lớn như quan A Hành nhà Thương quan Tể Phụ nhà Chu,(Đình Chương Dương huyện Thường Tín Hà Tây)
0067.txt,萬古江山,vạn cổ giang sơn|Núi sông muôn đời bền vững,(Đình Chương Dương huyện Thường Tín Hà Tây)
0067.txt,山河並壽,Sơn hà tịnh thọ|Sông núi cùng tồn tại mãi mãi,(Cửa chùa Long Vân Hà Tây)
0067.txt,流光殿,Lưu Quang điện|Điện Lưu Quang,(Điện thờ Chu Văn An ở thôn Vinh Lộc xà Văn An Chí Linh Hải Dương)
0067.txt,朱公祠,Chu Công từ|đền thờ Chu Công,(Đền thờ Chu Văn An ở thôn Kiệt Đặc xă Văn An Chí Linh Hải Dương)
0067.txt,南國儒尊,Nam quốc Nho tôn|Bậc Nho tôn nước Nam,(Đền thờ Chu Văn An ở thôn Kiệt Đặc xã Văn An Chí Linh Hải Dương)
0067.txt,誠必應,Thành tất ứng|Lòng thành tất cảm ứng,
0121.txt,缸位女英雄诺龌駭裓坪統|肝秋南固史跴蕡群買廟同仁,Hai vị nữ anh hùng nước cũ gây nên nền nhất thống|Nga thu Nam quốc sử dấu thơm còn mãi miếu Đồng Nhân,(Đền Đồng Nhân quận Hai Bà Trưng Hà Nội)
0121.txt,略底福車賢厚綢拦洞已水|否過時泰踟韶光買爛景長春,Thiện lược đề phức xa hiền hậu mà mang dòng Dĩ thuy|Bi qua thì thái tới thiết quang mới mở cảnh Trườnģ xuân,(Call đối của cụ Ngô Tầm tụng cụ Trường Xuân họ Phạm ở Thải Bình)(Chư水lon čhữ已lâ chữ Dòng: "di thủy ý nói công xây dựng của tổ tiên)
0121.txt,浮生如夢丕卿相公侯嚎沒祝|不死署名如文章科甲蚌計秋,Phu sinh như mộng vậy khánh tướng công hau vang một chốc|Bất tử là danh đó văn chương khoa giáp sống nghìn thu.,
0121.txt,芙留署油空油空時妼煜|沉默咢沉浪沉浪乙閑心,Phù Lưu lã giầu không giấu không thi tắt lửa|Trâm mac là chim läng chim lâng ät nhàn tâm,(Giai thoại tė Phạm Từ Hiền đô Tiến sĩ khoa Tân Sửu đời Lê Thánh Tông)
0121.txt,學徒廊銏腠魦鈃躬銨麻牺毒苔鏘|縣官坦教払苔槊苔鎌仍頭空睹教,Học tro làng Gang bụng nhiều gang nhiều thép mà tay chưa đầy gang|Huyện uan dál Giáo tay day dao đây guom nhưng đâu không đủ giáo.,(Giai thoai vê hoc trò làng Gang dói đáp với quan huyên làng Giáo)
